"id","private","size","nace","region","single_shift"
"j_4583",1,"M","G","24",FALSE
"j_4584",1,"S","C","24",TRUE
"j_4585",1,"M","G","24",FALSE
"j_4586",1,"S","G","24",FALSE
"j_4587",1,"M","H","24",FALSE
"j_4588",1,"M","C","24",FALSE
"j_4589",0,"L","D.E","24",FALSE
"j_4590",1,"S","Q","24",FALSE
"j_4591",1,"M","D.E","24",TRUE
"j_4592",1,"M","M","24",TRUE
"j_4593",1,"S","H","24",TRUE
"j_4594",0,"L","D.E","24",FALSE
"j_4595",1,"S","M","24",TRUE
"j_4596",1,"M","F","24",TRUE
"j_4597",1,"M","G","24",TRUE
"j_4598",1,"S","C","24",TRUE
"j_4599",0,"L","Q","24",TRUE
"j_4600",1,"S","H","24",TRUE
"j_4601",1,"M","G","24",TRUE
"j_4602",1,"S","F","24",TRUE
"j_4603",1,"M","C","24",TRUE
"j_4604",1,"S","C","24",TRUE
"j_4605",1,"S","C","24",TRUE
"j_4606",1,"S","F","24",TRUE
"j_4607",1,"S","G","24",TRUE
"j_4608",1,"M","G","24",TRUE
"j_4609",1,"S","G","12",FALSE
"j_4610",1,"L","C","14",FALSE
"j_4611",1,"L","N","24",FALSE
"j_4612",0,"M","P","24",TRUE
"j_4613",0,"M","P","24",FALSE
"j_4614",0,"M","P","24",TRUE
"j_4615",1,"M","C","24",TRUE
"j_4616",1,"M","G","24",FALSE
"j_4617",1,"S","G","24",TRUE
"j_4618",0,"L","H","24",FALSE
"j_4619",1,"L","C","24",FALSE
"j_4620",1,"S","I","24",TRUE
"j_4621",1,"S","C","24",TRUE
"j_4622",1,"S","F","24",TRUE
"j_4623",1,"S","G","24",TRUE
"j_4624",1,"S","G","24",TRUE
"j_4625",1,"S","N","24",TRUE
"j_4626",0,"L","Q","24",FALSE
"j_4627",0,"L","D.E","24",TRUE
"j_4628",1,"L","D.E","24",TRUE
"j_4629",1,"S","R.S","24",TRUE
"j_4630",1,"M","C","24",TRUE
"j_4631",1,"S","F","24",TRUE
"j_4632",1,"M","H","24",FALSE
"j_4633",1,"S","F","24",TRUE
"j_4634",1,"M","C","24",TRUE
"j_4635",1,"M","C","24",FALSE
"j_4636",1,"L","G","24",FALSE
"j_4637",1,"S","C","24",TRUE
"j_4638",1,"M","F","24",TRUE
"j_4639",1,"L","K.L","24",TRUE
"j_4640",1,"S","G","24",TRUE
"j_4641",1,"M","C","24",TRUE
"j_4642",1,"S","I","24",FALSE
"j_4643",1,"S","F","24",TRUE
"j_4644",1,"M","C","24",TRUE
"j_4645",1,"M","R.S","24",FALSE
"j_4646",1,"S","M","24",TRUE
"j_4647",0,"M","P","24",TRUE
"j_4648",1,"L","N","24",TRUE
"j_4649",1,"M","F","24",TRUE
"j_4650",1,"S","R.S","24",TRUE
"j_4651",0,"M","Q","24",FALSE
"j_4652",1,"S","F","24",TRUE
"j_4653",1,"M","C","24",TRUE
"j_4654",1,"M","K.L","24",TRUE
"j_4655",1,"S","C","24",FALSE
"j_4656",1,"S","G","24",TRUE
"j_4657",1,"S","C","24",FALSE
"j_4658",0,"L","K.L","24",TRUE
"j_4659",1,"M","H","24",TRUE
"j_4660",1,"M","F","24",FALSE
"j_4661",1,"L","C","24",FALSE
"j_4662",1,"L","C","24",FALSE
"j_4663",1,"M","G","24",TRUE
"j_4664",1,"L","C","24",TRUE
"j_4665",1,"S","I","24",FALSE
"j_4666",1,"S","F","24",TRUE
"j_4667",0,"L","N","24",TRUE
"j_4668",0,"L","M","24",TRUE
"j_4669",1,"S","F","24",TRUE
"j_4670",1,"M","G","24",TRUE
"j_4671",1,"M","C","24",FALSE
"j_4672",1,"M","H","24",FALSE
"j_4673",0,"M","Q","24",FALSE
"j_4674",1,"S","M","24",TRUE
"j_4675",1,"S","C","24",TRUE
"j_4676",1,"L","N","24",TRUE
"j_4677",1,"S","G","24",FALSE
"j_4678",1,"S","G","24",TRUE
"j_4679",1,"M","G","24",TRUE
"j_4680",1,"L","H","24",TRUE
"j_4681",1,"L","G","24",FALSE
"j_4682",1,"S","R.S","24",FALSE
"j_4683",1,"S","G","24",TRUE
"j_4684",1,"M","C","24",TRUE
"j_4685",1,"L","C","24",FALSE
"j_4686",1,"L","D.E","24",TRUE
"j_4687",1,"L","C","24",TRUE
"j_4688",1,"S","I","12",TRUE
"j_4689",1,"S","F","24",TRUE
"j_4690",1,"S","F","04",TRUE
"j_4691",1,"S","G","24",FALSE
"j_4692",1,"S","M","24",TRUE
"j_4693",1,"S","C","24",TRUE
"j_4694",1,"L","C","24",FALSE
"j_4695",1,"L","H","24",FALSE
"j_4696",1,"M","H","24",FALSE
"j_4697",1,"M","C","24",TRUE
"j_4698",1,"S","F","24",TRUE
"j_4699",1,"M","K.L","12",TRUE
"j_4700",1,"S","G","24",FALSE
"j_4701",1,"L","F","24",FALSE
"j_4702",1,"M","G","24",TRUE
"j_4703",1,"M","C","24",FALSE
"j_4704",1,"M","G","24",TRUE
"j_4705",1,"M","H","24",TRUE
"j_4706",1,"S","G","24",TRUE
"j_4707",1,"M","C","24",FALSE
"j_4708",1,"L","C","24",FALSE
"j_4709",1,"S","I","24",FALSE
"j_4710",1,"S","H","24",FALSE
"j_4711",1,"S","F","24",TRUE
"j_4712",1,"L","I","24",FALSE
"j_4713",1,"S","R.S","24",TRUE
"j_4714",0,"M","M","24",TRUE
"j_4715",1,"S","F","24",TRUE
"j_4716",1,"M","F","24",TRUE
"j_4717",1,"L","C","24",TRUE
"j_4718",1,"M","F","24",TRUE
"j_4719",1,"S","G","24",TRUE
"j_4720",1,"L","C","24",FALSE
"j_4721",1,"L","G","12",FALSE
"j_4722",1,"S","C","24",TRUE
"j_4723",0,"M","D.E","12",TRUE
"j_4724",1,"S","J","24",TRUE
"j_4725",1,"M","M","24",TRUE
"j_4726",1,"S","F","24",TRUE
"j_4727",1,"S","I","24",FALSE
"j_4728",0,"L","I","32",FALSE
"j_4729",1,"S","G","24",FALSE
"j_4730",1,"M","Q","24",FALSE
"j_4731",1,"L","C","24",FALSE
"j_4732",1,"S","G","24",TRUE
"j_4733",1,"S","F","24",TRUE
"j_4734",1,"S","M","24",TRUE
"j_4735",1,"M","M","24",TRUE
"j_4736",1,"S","G","24",TRUE
"j_4737",1,"S","F","24",TRUE
"j_4738",1,"L","D.E","24",FALSE
"j_4739",1,"S","C","24",TRUE
"j_4740",1,"M","F","24",FALSE
"j_4741",1,"S","H","24",FALSE
"j_4742",1,"S","G","24",FALSE
"j_4743",1,"S","F","24",TRUE
"j_4744",1,"S","N","24",TRUE
"j_4745",1,"S","G","24",TRUE
"j_4746",1,"L","C","24",FALSE
"j_4747",1,"M","G","24",FALSE
"j_4748",1,"M","M","24",TRUE
"j_4749",1,"S","G","24",FALSE
"j_4750",1,"S","H","12",TRUE
"j_4751",1,"S","Q","24",FALSE
"j_4752",1,"M","K.L","24",TRUE
"j_4753",1,"M","G","24",TRUE
"j_4754",1,"L","C","26",TRUE
"j_4755",1,"M","C","24",TRUE
"j_4756",1,"M","G","24",TRUE
"j_4757",0,"M","Q","24",FALSE
"j_4758",1,"S","G","24",FALSE
"j_4759",1,"M","C","24",FALSE
"j_4760",1,"M","C","24",TRUE
"j_4761",1,"M","G","24",TRUE
"j_4762",1,"M","C","24",TRUE
"j_4763",1,"S","C","24",TRUE
"j_4764",1,"M","C","12",FALSE
"j_4765",1,"S","C","24",TRUE
"j_4766",1,"L","N","24",TRUE
"j_4767",1,"S","G","24",TRUE
"j_4768",1,"L","C","24",FALSE
"j_4769",1,"M","M","24",TRUE
"j_4770",1,"M","G","24",TRUE
"j_4771",1,"L","N","24",TRUE
"j_4772",1,"S","C","24",TRUE
"j_4773",1,"M","G","28",FALSE
"j_4774",0,"M","Q","24",TRUE
"j_4775",1,"S","F","24",FALSE
"j_4776",1,"S","F","24",TRUE
"j_4777",1,"S","G","24",TRUE
"j_4778",1,"S","C","24",TRUE
"j_4779",1,"L","C","14",TRUE
"j_4780",1,"L","C","24",FALSE
"j_4781",1,"S","F","24",TRUE
"j_4782",1,"L","C","24",FALSE
"j_4783",1,"L","C","24",FALSE
"j_4784",1,"M","C","12",TRUE
"j_4785",1,"L","M","24",TRUE
"j_4786",1,"M","I","24",FALSE
"j_4787",1,"M","D.E","24",FALSE
"j_4788",1,"M","D.E","24",FALSE
"j_4789",1,"S","M","24",TRUE
"j_4790",1,"S","G","12",FALSE
"j_4791",1,"S","H","24",TRUE
"j_4792",1,"S","R.S","24",TRUE
"j_4793",0,"M","R.S","24",TRUE
"j_4794",1,"M","I","24",FALSE
"j_4795",1,"S","F","24",TRUE
"j_4796",1,"S","C","24",TRUE
"j_4797",1,"M","C","24",FALSE
"j_4798",1,"S","G","24",TRUE
"j_4799",1,"M","Q","24",FALSE
"j_4800",1,"M","G","24",TRUE
"j_4801",1,"S","F","12",TRUE
"j_4802",1,"M","M","24",TRUE
"j_4803",1,"M","N","24",TRUE
"j_4804",1,"S","P","24",TRUE
"j_4805",1,"M","G","24",TRUE
"j_4806",1,"S","G","24",FALSE
"j_4807",1,"S","G","24",FALSE
"j_4808",1,"S","C","24",TRUE
"j_4809",1,"L","N","24",FALSE
"j_4810",0,"M","Q","24",FALSE
"j_4811",1,"M","H","12",TRUE
"j_4812",1,"S","F","24",TRUE
"j_4813",1,"M","I","24",FALSE
"j_4814",1,"S","H","24",FALSE
"j_4815",1,"L","G","24",TRUE
"j_4816",1,"S","M","24",FALSE
"j_4817",1,"M","G","24",TRUE
"j_4818",1,"M","I","24",FALSE
"j_4819",1,"S","G","24",FALSE
"j_4820",1,"S","G","24",TRUE
"j_4821",1,"M","F","24",TRUE
"j_4822",1,"M","C","24",TRUE
"j_4823",0,"L","P","24",TRUE
"j_4824",1,"L","I","24",FALSE
"j_4825",1,"S","G","24",FALSE
"j_4826",1,"L","N","02",FALSE
"j_4827",1,"M","C","24",FALSE
"j_4828",1,"S","G","24",TRUE
"j_4829",1,"S","C","24",TRUE
"j_4830",1,"S","G","24",TRUE
"j_4831",1,"S","R.S","24",FALSE
"j_4832",1,"S","G","24",FALSE
"j_4833",1,"L","Q","24",FALSE
"j_4834",0,"L","Q","24",TRUE
"j_4835",1,"S","C","12",TRUE
"j_4836",1,"S","C","24",TRUE
"j_4837",1,"M","G","24",TRUE
"j_4838",0,"L","Q","24",FALSE
"j_4839",1,"S","I","24",FALSE
"j_4840",1,"M","G","24",FALSE
"j_4841",0,"M","O","24",TRUE
"j_4842",0,"M","O","24",TRUE
"j_4843",0,"M","Q","24",TRUE
"j_4844",1,"M","C","24",FALSE
"j_4845",1,"M","C","24",FALSE
"j_4846",0,"L","Q","24",TRUE
"j_4847",1,"M","R.S","24",TRUE
"j_4848",1,"S","F","24",TRUE
"j_4849",1,"S","R.S","24",FALSE
"j_4850",1,"S","F","24",TRUE
"j_4851",1,"S","G","24",TRUE
"j_4852",1,"S","F","24",TRUE
"j_4853",1,"M","G","24",TRUE
"j_4854",1,"M","F","24",TRUE
"j_4855",1,"S","F","24",TRUE
"j_4856",1,"S","N","24",FALSE
"j_4857",1,"S","M","24",TRUE
"j_4858",1,"S","R.S","02",TRUE
"j_4859",1,"S","F","24",TRUE
"j_4860",1,"S","F","24",FALSE
"j_4861",1,"M","G","24",TRUE
"j_4862",1,"S","I","24",FALSE
"j_4863",1,"S","G","24",TRUE
"j_4864",1,"L","P","24",TRUE
"j_4865",0,"L","K.L","24",FALSE
"j_4866",0,"L","Q","24",FALSE
"j_4867",1,"S","J","24",TRUE
"j_4868",1,"L","F","24",TRUE
"j_4869",1,"S","G","24",TRUE
"j_4870",1,"M","I","24",FALSE
"j_4871",1,"S","H","24",FALSE
"j_4872",1,"S","C","12",TRUE
"j_4873",1,"S","C","24",TRUE
"j_4874",1,"S","G","24",FALSE
"j_4875",1,"L","I","24",FALSE
"j_4876",1,"M","G","24",TRUE
"j_4877",1,"L","C","24",FALSE
"j_4878",0,"L","K.L","24",TRUE
"j_4879",0,"M","P","24",FALSE
"j_4880",1,"S","G","24",TRUE
"j_4881",1,"M","Q","24",FALSE
"j_4882",1,"L","C","24",TRUE
"j_4883",1,"L","Q","24",FALSE
"j_4884",1,"L","C","24",FALSE
"j_4885",1,"M","G","24",FALSE
"j_4886",1,"L","F","24",TRUE
"j_4887",1,"L","F","24",TRUE
"j_4888",1,"S","R.S","24",FALSE
"j_4889",1,"M","F","24",TRUE
"j_4890",1,"S","R.S","24",FALSE
"j_4891",1,"L","N","24",TRUE
"j_4892",1,"S","M","24",FALSE
"j_4893",1,"M","M","24",TRUE
"j_4894",1,"S","G","24",FALSE
"j_4895",1,"L","C","24",FALSE
"j_4896",1,"S","C","24",TRUE
"j_4897",1,"M","G","24",FALSE
"j_4898",1,"S","R.S","24",TRUE
"j_4899",1,"S","H","24",FALSE
"j_4900",1,"M","C","24",TRUE
"j_4901",1,"S","F","24",TRUE
"j_4902",1,"S","I","24",TRUE
"j_4903",1,"M","C","24",FALSE
"j_4904",1,"M","G","24",TRUE
"j_4905",1,"L","F","24",TRUE
"j_4906",1,"M","F","24",TRUE
"j_4907",1,"M","G","14",TRUE
"j_4908",1,"L","C","32",FALSE
"j_4909",1,"S","G","24",FALSE
"j_4910",1,"M","Q","24",FALSE
"j_4911",1,"S","G","24",TRUE
"j_4912",1,"M","C","24",TRUE
"j_4913",1,"M","G","24",TRUE
"j_4914",1,"L","C","24",TRUE
"j_4915",1,"S","I","24",FALSE
"j_4916",1,"M","G","24",TRUE
"j_4917",1,"L","C","24",FALSE
"j_4918",1,"S","G","24",FALSE
"j_4919",1,"L","G","24",FALSE
"j_4920",1,"S","G","24",TRUE
"j_4921",1,"L","P","24",TRUE
"j_4922",1,"S","C","24",TRUE
"j_4923",1,"S","F","24",TRUE
"j_4924",1,"S","R.S","24",FALSE
"j_4925",0,"L","K.L","24",TRUE
"j_4926",1,"S","F","24",TRUE
"j_4927",1,"S","I","24",FALSE
"j_4928",1,"S","G","24",FALSE
"j_4929",1,"S","C","24",TRUE
"j_4930",1,"S","G","24",FALSE
"j_4931",1,"S","I","24",FALSE
"j_4932",1,"S","R.S","24",FALSE
"j_4933",1,"M","C","24",TRUE
"j_4934",1,"S","H","24",TRUE
"j_4935",1,"M","G","24",FALSE
"j_4936",1,"L","C","24",TRUE
"j_4937",1,"S","I","24",TRUE
"j_4938",1,"M","G","24",TRUE
"j_4939",1,"S","G","24",FALSE
"j_4940",1,"S","G","24",TRUE
"j_4941",1,"M","J","24",TRUE
"j_4942",1,"M","G","24",TRUE
"j_4943",1,"M","G","24",TRUE
"j_4944",1,"L","N","24",FALSE
"j_4945",1,"M","C","24",FALSE
"j_4946",1,"M","F","24",TRUE
"j_4947",1,"S","F","24",TRUE
"j_4948",1,"M","Q","12",FALSE
"j_4949",1,"M","G","24",FALSE
"j_4950",1,"S","F","24",TRUE
"j_4951",1,"M","G","24",TRUE
"j_4952",1,"S","F","24",TRUE
"j_4953",1,"S","G","24",FALSE
"j_4954",1,"M","C","24",TRUE
"j_4955",1,"S","R.S","24",TRUE
"j_4956",1,"L","G","24",TRUE
"j_4957",1,"S","G","24",FALSE
"j_4958",1,"S","F","24",TRUE
"j_4959",1,"M","G","24",TRUE
"j_4960",1,"M","C","24",TRUE
"j_4961",1,"S","M","24",TRUE
"j_4962",1,"S","G","24",FALSE
"j_4963",1,"S","F","24",TRUE
"j_4964",1,"S","Q","24",TRUE
"j_4965",1,"S","M","24",TRUE
"j_4966",1,"L","C","28",TRUE
"j_4967",1,"M","F","28",TRUE
"j_4968",1,"S","I","28",TRUE
"j_4969",1,"S","M","28",TRUE
"j_4970",1,"S","F","28",TRUE
"j_4971",1,"S","H","28",FALSE
"j_4972",1,"L","C","28",FALSE
"j_4973",1,"S","K.L","28",TRUE
"j_4974",1,"M","C","28",TRUE
"j_4975",1,"S","I","28",FALSE
"j_4976",1,"S","F","28",FALSE
"j_4977",1,"M","G","28",FALSE
"j_4978",1,"S","C","04",TRUE
"j_4979",1,"S","G","28",TRUE
"j_4980",1,"S","G","28",FALSE
"j_4981",1,"L","C","28",FALSE
"j_4982",1,"S","R.S","28",TRUE
"j_4983",1,"S","F","28",TRUE
"j_4984",1,"S","I","28",FALSE
"j_4985",1,"M","G","28",TRUE
"j_4986",1,"M","Q","28",TRUE
"j_4987",1,"S","R.S","28",FALSE
"j_4988",1,"L","F","28",TRUE
"j_4989",1,"M","G","28",FALSE
"j_4990",1,"M","C","28",TRUE
"j_4991",1,"S","F","28",TRUE
"j_4992",1,"M","G","28",FALSE
"j_4993",1,"S","G","28",TRUE
"j_4994",1,"S","G","28",FALSE
"j_4995",1,"M","C","28",FALSE
"j_4996",0,"M","D.E","28",TRUE
"j_4997",1,"S","F","28",TRUE
"j_4998",1,"M","C","28",TRUE
"j_4999",1,"M","C","28",FALSE
"j_5000",1,"S","G","28",FALSE
"j_5001",1,"S","F","28",TRUE
"j_5002",0,"L","Q","28",FALSE
"j_5003",1,"M","C","28",TRUE
"j_5004",1,"S","G","28",FALSE
"j_5005",1,"S","G","28",TRUE
"j_5006",1,"M","G","28",FALSE
"j_5007",1,"S","G","28",FALSE
"j_5008",1,"S","G","28",TRUE
"j_5009",1,"S","K.L","28",TRUE
"j_5010",1,"M","P","28",FALSE
"j_5011",1,"S","F","28",TRUE
"j_5012",1,"M","I","28",TRUE
"j_5013",1,"S","F","28",TRUE
"j_5014",1,"M","C","28",TRUE
"j_5015",1,"L","C","28",TRUE
"j_5016",1,"S","G","28",TRUE
"j_5017",1,"L","N","28",TRUE
"j_5018",1,"S","F","28",TRUE
"j_5019",1,"M","F","28",FALSE
"j_5020",1,"S","I","28",TRUE
"j_5021",0,"M","D.E","28",FALSE
"j_5022",1,"S","G","28",TRUE
"j_5023",1,"M","C","28",FALSE
"j_5024",1,"M","F","28",TRUE
"j_5025",1,"M","D.E","28",FALSE
"j_5026",1,"S","G","28",FALSE
"j_5027",1,"S","R.S","28",TRUE
"j_5028",1,"S","F","28",TRUE
"j_5029",1,"S","K.L","28",TRUE
"j_5030",1,"M","H","28",TRUE
"j_5031",1,"S","F","28",TRUE
"j_5032",1,"S","N","28",FALSE
"j_5033",1,"S","C","28",TRUE
"j_5034",1,"M","F","28",TRUE
"j_5035",0,"M","Q","28",TRUE
"j_5036",0,"L","P","28",TRUE
"j_5037",1,"S","C","28",FALSE
"j_5038",1,"M","F","28",TRUE
"j_5039",1,"S","G","28",TRUE
"j_5040",1,"S","C","28",TRUE
"j_5041",1,"S","F","28",TRUE
"j_5042",1,"M","I","28",FALSE
"j_5043",1,"S","G","28",TRUE
"j_5044",0,"L","P","28",TRUE
"j_5045",1,"S","I","28",TRUE
"j_5046",1,"M","C","28",FALSE
"j_5047",1,"S","M","28",TRUE
"j_5048",1,"L","C","28",TRUE
"j_5049",1,"M","H","28",TRUE
"j_5050",1,"S","F","28",TRUE
"j_5051",1,"M","G","28",FALSE
"j_5052",1,"S","G","28",FALSE
"j_5053",1,"L","D.E","28",TRUE
"j_5054",1,"S","C","28",FALSE
"j_5055",0,"M","P","28",TRUE
"j_5056",1,"S","P","28",TRUE
"j_5057",1,"M","P","28",TRUE
"j_5058",1,"M","F","28",TRUE
"j_5059",1,"S","F","28",TRUE
"j_5060",1,"M","P","28",TRUE
"j_5061",1,"L","N","28",FALSE
"j_5062",1,"S","G","28",TRUE
"j_5063",1,"M","C","28",FALSE
"j_5064",1,"S","M","28",TRUE
"j_5065",1,"M","G","28",TRUE
"j_5066",1,"S","G","28",FALSE
"j_5067",0,"M","D.E","28",TRUE
"j_5068",1,"L","C","28",TRUE
"j_5069",1,"L","G","28",FALSE
"j_5070",1,"S","N","28",TRUE
"j_5071",1,"S","N","28",TRUE
"j_5072",1,"S","I","28",TRUE
"j_5073",1,"S","R.S","28",FALSE
"j_5074",1,"M","C","28",FALSE
"j_5075",1,"S","F","28",TRUE
"j_5076",1,"S","F","28",TRUE
"j_5077",1,"S","H","28",TRUE
"j_5078",1,"S","C","28",TRUE
"j_5079",1,"M","I","28",FALSE
"j_5080",1,"S","G","28",TRUE
"j_5081",1,"S","P","28",TRUE
"j_5082",1,"S","G","28",TRUE
"j_5083",1,"L","G","28",FALSE
"j_5084",1,"S","K.L","28",TRUE
"j_5085",1,"M","C","28",FALSE
"j_5086",1,"S","Q","28",FALSE
"j_5087",1,"S","F","28",TRUE
"j_5088",1,"S","G","28",FALSE
"j_5089",1,"S","R.S","28",TRUE
"j_5090",1,"M","G","28",TRUE
"j_5091",1,"S","G","28",FALSE
"j_5092",0,"M","Q","28",FALSE
"j_5093",1,"M","C","28",TRUE
"j_5094",1,"S","F","28",TRUE
"j_5095",1,"L","C","26",TRUE
"j_5096",1,"S","G","26",TRUE
"j_5097",1,"M","F","26",TRUE
"j_5098",1,"M","F","26",FALSE
"j_5099",1,"M","C","26",TRUE
"j_5100",1,"S","F","26",TRUE
"j_5101",1,"L","N","02",TRUE
"j_5102",1,"S","F","26",TRUE
"j_5103",1,"M","C","26",TRUE
"j_5104",1,"L","C","26",FALSE
"j_5105",1,"M","C","26",TRUE
"j_5106",1,"S","C","26",TRUE
"j_5107",1,"M","F","26",TRUE
"j_5108",1,"S","F","26",TRUE
"j_5109",1,"S","C","26",TRUE
"j_5110",1,"L","C","26",TRUE
"j_5111",1,"L","C","26",FALSE
"j_5112",0,"L","N","26",TRUE
"j_5113",1,"M","C","26",TRUE
"j_5114",1,"L","C","26",FALSE
"j_5115",1,"L","F","12",TRUE
"j_5116",1,"M","C","26",TRUE
"j_5117",1,"L","G","26",FALSE
"j_5118",1,"L","G","26",FALSE
"j_5119",1,"M","I","26",FALSE
"j_5120",1,"L","G","26",TRUE
"j_5121",1,"L","K.L","02",TRUE
"j_5122",1,"M","C","26",FALSE
"j_5123",1,"L","C","06",FALSE
"j_5124",1,"S","F","26",TRUE
"j_5125",1,"S","G","26",FALSE
"j_5126",1,"L","F","26",TRUE
"j_5127",1,"M","C","26",TRUE
"j_5128",1,"M","F","26",TRUE
"j_5129",1,"L","C","26",FALSE
"j_5130",1,"S","F","12",TRUE
"j_5131",1,"L","C","26",FALSE
"j_5132",1,"S","G","26",TRUE
"j_5133",1,"S","G","26",TRUE
"j_5134",1,"S","F","26",FALSE
"j_5135",1,"L","C","26",TRUE
"j_5136",1,"L","N","26",FALSE
"j_5137",1,"M","F","26",TRUE
"j_5138",1,"S","G","26",TRUE
"j_5139",1,"M","C","24",TRUE
"j_5140",1,"L","K.L","26",TRUE
"j_5141",1,"L","Q","26",FALSE
"j_5142",1,"S","C","26",TRUE
"j_5143",1,"S","C","26",TRUE
"j_5144",1,"M","G","26",TRUE
"j_5145",1,"M","C","26",TRUE
"j_5146",1,"S","K.L","26",TRUE
"j_5147",1,"S","G","26",TRUE
"j_5148",1,"S","N","26",TRUE
"j_5149",1,"S","G","26",TRUE
"j_5150",1,"S","H","26",TRUE
"j_5151",1,"S","F","26",TRUE
"j_5152",1,"S","C","26",FALSE
"j_5153",1,"M","G","26",TRUE
"j_5154",1,"M","N","26",TRUE
"j_5155",1,"S","G","26",TRUE
"j_5156",1,"M","H","26",TRUE
"j_5157",1,"S","G","26",TRUE
"j_5158",1,"M","N","26",TRUE
"j_5159",1,"L","C","26",FALSE
"j_5160",1,"L","G","26",TRUE
"j_5161",1,"S","G","26",FALSE
"j_5162",1,"S","K.L","26",FALSE
"j_5163",1,"S","I","26",TRUE
"j_5164",1,"S","C","26",TRUE
"j_5165",1,"S","R.S","26",TRUE
"j_5166",0,"M","Q","26",TRUE
"j_5167",0,"L","K.L","26",TRUE
"j_5168",1,"L","Q","26",TRUE
"j_5169",1,"S","G","26",TRUE
"j_5170",1,"L","C","26",FALSE
"j_5171",1,"M","P","26",TRUE
"j_5172",1,"S","C","26",TRUE
"j_5173",1,"S","J","26",TRUE
"j_5174",1,"S","D.E","26",TRUE
"j_5175",0,"L","P","26",TRUE
"j_5176",1,"M","Q","26",FALSE
"j_5177",1,"L","C","26",FALSE
"j_5178",1,"L","G","26",TRUE
"j_5179",1,"S","M","12",TRUE
"j_5180",1,"L","G","26",FALSE
"j_5181",1,"S","F","26",TRUE
"j_5182",1,"S","K.L","26",TRUE
"j_5183",0,"M","Q","26",TRUE
"j_5184",0,"M","P","26",TRUE
"j_5185",1,"S","C","26",TRUE
"j_5186",1,"M","G","26",TRUE
"j_5187",1,"L","C","26",TRUE
"j_5188",1,"L","H","26",FALSE
"j_5189",1,"M","H","26",FALSE
"j_5190",1,"S","G","26",FALSE
"j_5191",1,"L","C","26",TRUE
"j_5192",1,"M","F","26",TRUE
"j_5193",1,"S","C","26",TRUE
"j_5194",1,"L","G","26",TRUE
"j_5195",0,"L","P","26",FALSE
"j_5196",1,"M","I","26",FALSE
"j_5197",1,"M","C","26",TRUE
"j_5198",1,"M","C","26",FALSE
"j_5199",1,"L","G","26",TRUE
"j_5200",1,"S","M","26",TRUE
"j_5201",1,"S","R.S","26",FALSE
"j_5202",1,"S","G","26",TRUE
"j_5203",1,"M","M","26",FALSE
"j_5204",1,"S","D.E","26",TRUE
"j_5205",1,"S","F","26",TRUE
"j_5206",1,"M","G","26",FALSE
"j_5207",1,"L","C","26",TRUE
"j_5208",1,"S","R.S","26",FALSE
"j_5209",1,"S","M","26",TRUE
"j_5210",1,"S","F","16",FALSE
"j_5211",1,"M","C","30",TRUE
"j_5212",1,"S","G","30",FALSE
"j_5213",1,"S","G","30",TRUE
"j_5214",1,"S","H","30",TRUE
"j_5215",1,"L","C","30",FALSE
"j_5216",1,"L","C","30",FALSE
"j_5217",1,"S","G","30",TRUE
"j_5218",1,"L","G","30",FALSE
"j_5219",1,"S","R.S","30",FALSE
"j_5220",1,"L","G","30",FALSE
"j_5221",1,"M","I","30",FALSE
"j_5222",1,"M","C","30",TRUE
"j_5223",1,"M","N","30",TRUE
"j_5224",1,"M","F","30",TRUE
"j_5225",1,"L","C","30",TRUE
"j_5226",1,"S","C","10",TRUE
"j_5227",1,"S","I","30",TRUE
"j_5228",1,"S","H","30",FALSE
"j_5229",1,"L","C","30",TRUE
"j_5230",1,"M","G","30",TRUE
"j_5231",1,"S","F","30",TRUE
"j_5232",1,"M","C","30",FALSE
"j_5233",1,"S","C","30",TRUE
"j_5234",1,"M","G","30",FALSE
"j_5235",1,"L","C","30",FALSE
"j_5236",1,"S","G","30",TRUE
"j_5237",1,"S","F","30",TRUE
"j_5238",1,"S","H","30",FALSE
"j_5239",1,"M","H","30",FALSE
"j_5240",1,"M","H","30",TRUE
"j_5241",1,"S","H","30",FALSE
"j_5242",1,"S","F","30",TRUE
"j_5243",1,"M","H","30",FALSE
"j_5244",1,"L","C","30",FALSE
"j_5245",0,"M","Q","30",TRUE
"j_5246",0,"M","R.S","30",FALSE
"j_5247",1,"S","C","30",TRUE
"j_5248",1,"L","C","30",TRUE
"j_5249",1,"S","F","30",TRUE
"j_5250",1,"M","F","30",TRUE
"j_5251",1,"M","G","30",TRUE
"j_5252",1,"S","K.L","30",TRUE
"j_5253",1,"S","C","30",TRUE
"j_5254",1,"S","F","30",TRUE
"j_5255",1,"S","G","30",TRUE
"j_5256",1,"S","F","30",TRUE
"j_5257",1,"L","C","30",TRUE
"j_5258",1,"S","R.S","30",TRUE
"j_5259",1,"S","F","30",TRUE
"j_5260",1,"S","H","30",TRUE
"j_5261",1,"S","G","30",TRUE
"j_5262",1,"M","F","30",TRUE
"j_5263",1,"L","N","30",TRUE
"j_5264",1,"S","G","30",TRUE
"j_5265",1,"M","C","30",TRUE
"j_5266",1,"M","I","30",FALSE
"j_5267",1,"S","G","30",TRUE
"j_5268",1,"S","I","30",FALSE
"j_5269",1,"S","G","30",TRUE
"j_5270",1,"S","K.L","30",TRUE
"j_5271",0,"M","D.E","30",TRUE
"j_5272",1,"S","F","30",TRUE
