"id","private","size","nace","region","weight"
"j_1660",1,"L","J","14",2
"j_1661",0,"M","R.S","14",1
"j_1662",0,"M","P","14",9
"j_1663",0,"L","P","14",9
"j_1664",0,"M","P","14",10
"j_1665",0,"M","P","14",8
"j_1666",0,"M","P","14",8
"j_1667",0,"M","P","14",8
"j_1668",0,"M","P","14",8
"j_1669",0,"M","P","14",9
"j_1670",0,"L","P","14",1
"j_1671",0,"M","P","14",8
"j_1672",0,"L","R.S","14",1
"j_1673",1,"L","C","10",1
"j_1674",1,"L","G","02",1
"j_1675",1,"L","N","24",1
"j_1676",1,"L","K.L","14",1
"j_1677",0,"L","M","14",1
"j_1678",1,"L","J","14",1
"j_1679",0,"L","D.E","14",2
"j_1680",0,"L","R.S","14",1
"j_1681",1,"S","H","14",149
"j_1682",0,"L","P","14",8
"j_1683",1,"L","C","26",1
"j_1684",1,"S","G","14",537
"j_1685",1,"M","K.L","14",1
"j_1686",1,"L","M","14",2
"j_1687",1,"L","G","14",1
"j_1688",1,"L","G","14",26
"j_1689",1,"L","C","06",1
"j_1690",1,"L","C","14",2
"j_1691",1,"L","M","14",2
"j_1692",0,"L","O","14",1
"j_1693",0,"L","O","14",1
"j_1694",0,"L","O","14",1
"j_1695",0,"L","O","14",1
"j_1696",0,"L","O","14",1
"j_1697",1,"L","K.L","14",1
"j_1698",1,"L","D.E","14",1
"j_1699",1,"M","C","14",34
"j_1700",0,"S","O","14",1
"j_1701",0,"M","O","14",9
"j_1702",1,"L","M","14",1
"j_1703",1,"L","N","14",1
"j_1704",1,"S","R.S","14",66
"j_1705",0,"S","O","14",1
"j_1706",1,"L","N","14",1
"j_1707",1,"L","C","14",1
"j_1708",1,"L","C","14",1
"j_1709",1,"L","C","08",1
"j_1710",1,"S","K.L","14",8
"j_1711",0,"L","O","14",1
"j_1712",1,"L","G","14",1
"j_1713",1,"L","C","12",1
"j_1714",1,"M","R.S","02",1
"j_1715",1,"S","R.S","14",4
"j_1716",1,"L","G","14",2
"j_1717",0,"L","O","14",9
"j_1718",1,"L","R.S","14",1
"j_1719",1,"L","G","14",1
"j_1720",1,"L","H","14",2
"j_1721",0,"S","O","14",1
"j_1722",1,"L","I","14",1
"j_1723",1,"L","M","14",1
"j_1724",1,"S","C","14",145
"j_1725",1,"L","C","14",1
"j_1726",0,"M","O","14",9
"j_1727",0,"S","O","14",1
"j_1728",1,"L","J","14",2
"j_1729",1,"L","K.L","10",1
"j_1730",1,"L","M","14",1
"j_1731",1,"L","G","14",1
"j_1732",1,"L","M","14",1
"j_1733",0,"L","R.S","14",1
"j_1734",1,"L","J","04",1
"j_1735",1,"L","Q","04",1
"j_1736",1,"L","C","30",1
"j_1737",0,"L","O","14",1
"j_1738",1,"L","C","14",1
"j_1739",0,"L","O","14",1
"j_1740",0,"L","O","14",1
"j_1741",0,"L","O","14",1
"j_1742",0,"L","O","14",1
"j_1743",0,"L","O","14",1
"j_1744",0,"L","O","14",1
"j_1745",0,"L","O","14",1
"j_1746",0,"L","O","14",1
"j_1747",0,"L","O","14",1
"j_1748",0,"L","O","14",1
"j_1749",0,"L","O","14",9
"j_1750",1,"L","C","04",1
"j_1751",0,"L","O","14",1
"j_1752",1,"L","C","14",1
"j_1753",1,"L","K.L","14",1
"j_1754",1,"L","G","14",1
"j_1755",0,"L","O","14",1
"j_1756",1,"M","J","14",21
"j_1757",1,"L","C","30",1
"j_1758",1,"L","D.E","14",2
"j_1759",0,"L","H","14",1
"j_1760",1,"L","K.L","14",1
"j_1761",1,"L","C","02",1
"j_1762",1,"S","D.E","14",2
"j_1763",1,"L","C","24",1
"j_1764",1,"L","C","02",1
"j_1765",1,"L","G","14",1
"j_1766",1,"L","G","14",1
"j_1767",0,"L","O","14",1
"j_1768",1,"L","H","14",1
"j_1769",1,"L","N","14",1
"j_1770",1,"L","H","14",1
"j_1771",1,"L","J","12",2
"j_1772",1,"L","G","14",1
"j_1773",1,"L","C","14",1
"j_1774",1,"L","C","32",1
"j_1775",1,"L","N","24",1
"j_1776",1,"M","G","22",611
"j_1777",1,"L","F","14",2
"j_1778",1,"L","M","14",1
"j_1779",1,"L","C","30",1
"j_1780",1,"L","J","14",1
"j_1781",1,"L","C","10",1
"j_1782",1,"M","Q","14",15
"j_1783",1,"S","C","14",144
"j_1784",1,"M","F","14",1
"j_1785",1,"L","M","14",1
"j_1786",1,"L","C","04",1
"j_1787",1,"L","C","04",1
"j_1788",1,"L","C","02",1
"j_1789",0,"L","O","14",1
"j_1790",1,"L","G","14",1
"j_1791",0,"L","H","14",1
"j_1792",1,"L","C","24",1
"j_1793",1,"L","Q","14",1
"j_1794",1,"L","G","14",1
"j_1795",1,"L","C","30",2
"j_1796",1,"L","G","14",1
"j_1797",1,"L","C","14",1
"j_1798",1,"S","Q","14",21
"j_1799",0,"L","O","14",1
"j_1800",0,"L","O","02",1
"j_1801",0,"L","O","12",1
"j_1802",0,"L","O","26",1
"j_1803",0,"L","O","30",1
"j_1804",0,"L","O","28",1
"j_1805",0,"L","O","14",1
"j_1806",0,"L","O","32",1
"j_1807",0,"L","O","16",1
"j_1808",0,"L","O","20",1
"j_1809",0,"L","O","10",1
"j_1810",0,"L","O","04",1
"j_1811",0,"L","O","22",1
"j_1812",0,"L","O","08",1
"j_1813",0,"L","O","24",1
"j_1814",0,"L","O","06",1
"j_1815",1,"L","I","14",1
"j_1816",0,"L","H","14",1
"j_1817",1,"L","C","10",2
"j_1818",1,"L","C","10",2
"j_1819",1,"L","C","14",1
"j_1820",1,"L","C","10",1
"j_1821",0,"L","F","14",1
"j_1822",1,"L","K.L","30",1
"j_1823",1,"L","H","14",2
"j_1824",1,"L","K.L","14",1
"j_1825",1,"L","G","14",1
"j_1826",1,"M","G","14",25
"j_1827",0,"L","P","14",1
"j_1828",1,"M","C","02",16
"j_1829",1,"L","G","14",1
"j_1830",0,"L","R.S","14",1
"j_1831",1,"L","N","30",2
"j_1832",1,"L","K.L","14",1
"j_1833",0,"L","O","14",1
"j_1834",1,"L","H","14",2
"j_1835",1,"L","N","14",1
"j_1836",1,"L","C","14",2
"j_1837",0,"L","D.E","14",1
"j_1838",1,"L","N","14",1
"j_1839",1,"L","R.S","14",1
"j_1840",0,"L","O","14",1
"j_1841",1,"L","J","14",1
"j_1842",1,"M","F","30",1
"j_1843",1,"L","G","14",2
"j_1844",1,"L","C","14",1
"j_1845",1,"L","C","18",1
"j_1846",1,"S","Q","14",13
"j_1847",1,"S","M","14",94
"j_1848",1,"M","J","14",14
"j_1849",1,"L","D.E","14",1
"j_1850",1,"L","C","14",1
"j_1851",0,"L","K.L","14",1
"j_1852",0,"L","K.L","14",1
"j_1853",0,"L","K.L","06",1
"j_1854",0,"L","K.L","10",1
"j_1855",0,"L","K.L","30",2
"j_1856",0,"L","K.L","02",1
"j_1857",0,"L","K.L","24",1
"j_1858",0,"L","K.L","12",2
"j_1859",0,"L","K.L","32",1
"j_1860",0,"L","K.L","14",1
"j_1861",0,"L","K.L","22",1
"j_1862",0,"L","K.L","20",1
"j_1863",0,"L","K.L","30",2
"j_1864",0,"L","K.L","06",1
"j_1865",0,"L","K.L","14",1
"j_1866",0,"L","K.L","14",1
"j_1867",1,"L","J","14",1
"j_1868",1,"L","K.L","14",1
"j_1869",1,"L","G","14",1
"j_1870",0,"L","Q","14",2
"j_1871",0,"L","Q","14",1
"j_1872",1,"L","C","24",1
"j_1873",1,"L","C","26",1
"j_1874",1,"L","J","14",2
"j_1875",1,"L","R.S","02",1
"j_1876",0,"M","P","14",8
"j_1877",1,"M","D.E","14",1
"j_1878",0,"L","R.S","14",1
"j_1879",1,"L","H","30",1
"j_1880",1,"L","M","28",1
"j_1881",1,"S","M","14",36
"j_1882",1,"L","F","14",1
"j_1883",1,"L","I","14",1
"j_1884",0,"M","P","14",10
"j_1885",1,"L","M","14",1
"j_1886",0,"L","R.S","14",1
"j_1887",0,"L","Q","14",1
"j_1888",0,"L","K.L","14",1
"j_1889",1,"L","C","24",1
"j_1890",1,"L","Q","14",1
"j_1891",0,"L","M","14",1
"j_1892",1,"L","J","14",1
"j_1893",1,"L","N","14",1
"j_1894",0,"L","O","14",1
"j_1895",1,"L","M","14",1
"j_1896",0,"L","Q","14",1
"j_1897",0,"L","R.S","14",1
"j_1898",1,"L","N","14",1
"j_1899",1,"L","C","14",1
"j_1900",0,"L","O","14",1
"j_1901",1,"L","M","14",1
"j_1902",1,"L","D.E","14",1
"j_1903",1,"L","G","14",25
"j_1904",1,"L","Q","14",1
"j_1905",1,"L","Q","14",1
"j_1906",0,"M","Q","14",14
"j_1907",0,"L","H","14",1
"j_1908",0,"L","H","22",1
"j_1909",0,"L","H","12",1
"j_1910",0,"L","H","30",1
"j_1911",0,"L","H","14",1
"j_1912",1,"L","J","06",1
"j_1913",1,"L","D.E","14",1
"j_1914",1,"L","C","14",1
"j_1915",1,"L","F","14",2
"j_1916",0,"L","O","14",1
"j_1917",0,"L","H","28",1
"j_1918",0,"L","H","24",1
"j_1919",0,"L","H","22",1
"j_1920",0,"L","H","24",1
"j_1921",0,"L","H","08",1
"j_1922",0,"L","F","14",1
"j_1923",0,"L","H","28",1
"j_1924",0,"L","H","16",1
"j_1925",1,"M","G","14",40
"j_1926",1,"L","C","18",1
"j_1927",1,"L","M","14",1
"j_1928",1,"L","C","14",1
"j_1929",1,"L","C","14",1
"j_1930",1,"L","G","02",1
"j_1931",1,"S","J","14",9
"j_1932",1,"L","C","14",1
"j_1933",0,"L","O","14",1
"j_1934",1,"L","G","14",1
"j_1935",0,"L","O","14",1
"j_1936",1,"S","J","14",20
"j_1937",1,"M","C","14",34
"j_1938",1,"S","Q","14",20
"j_1939",1,"S","D.E","14",2
"j_1940",1,"L","G","14",1
"j_1941",0,"L","O","14",9
"j_1942",0,"L","O","14",1
"j_1943",0,"L","O","22",4
"j_1944",0,"L","O","14",1
"j_1945",0,"L","O","20",1
"j_1946",0,"L","O","04",1
"j_1947",0,"L","O","24",1
"j_1948",0,"L","O","26",1
"j_1949",0,"L","O","12",1
"j_1950",0,"L","O","02",1
"j_1951",0,"L","O","08",1
"j_1952",0,"L","O","14",1
"j_1953",0,"L","O","30",1
"j_1954",0,"L","O","16",1
"j_1955",0,"L","O","10",1
"j_1956",0,"L","O","28",1
"j_1957",0,"L","O","14",1
"j_1958",1,"L","G","14",1
"j_1959",1,"L","C","02",1
"j_1960",1,"L","C","02",16
"j_1961",1,"L","G","02",1
"j_1962",1,"M","F","02",17
"j_1963",1,"L","C","02",1
"j_1964",1,"L","C","02",1
"j_1965",1,"L","C","02",1
"j_1966",1,"S","H","02",38
"j_1967",1,"S","C","14",66
"j_1968",1,"L","C","02",1
"j_1969",1,"L","C","02",1
"j_1970",1,"S","D.E","02",2
"j_1971",1,"L","C","02",1
"j_1972",1,"L","G","02",1
"j_1973",1,"L","C","02",1
"j_1974",0,"L","D.E","02",1
"j_1975",1,"S","K.L","02",18
"j_1976",1,"L","C","02",1
"j_1977",1,"L","H","02",1
"j_1978",1,"L","K.L","02",1
"j_1979",1,"S","K.L","02",13
"j_1980",1,"M","R.S","02",1
"j_1981",0,"M","R.S","02",1
"j_1982",1,"L","N","02",15
"j_1983",1,"L","C","02",1
"j_1984",0,"L","Q","02",1
"j_1985",0,"M","Q","02",12
"j_1986",1,"L","H","02",1
"j_1987",1,"L","C","02",1
"j_1988",1,"L","C","02",1
"j_1989",1,"L","N","02",1
"j_1990",1,"L","J","02",1
"j_1991",0,"L","O","02",1
"j_1992",1,"M","C","02",16
"j_1993",1,"M","C","02",16
"j_1994",0,"L","Q","02",1
"j_1995",1,"L","J","02",1
"j_1996",1,"M","F","02",15
"j_1997",1,"L","J","02",1
"j_1998",1,"L","C","24",1
"j_1999",0,"L","O","02",1
"j_2000",1,"M","G","02",24
"j_2001",0,"L","M","02",1
"j_2002",1,"M","C","02",16
"j_2003",0,"L","R.S","02",1
"j_2004",1,"L","C","02",1
"j_2005",1,"S","H","02",92
"j_2006",1,"L","C","02",1
"j_2007",1,"L","F","02",1
"j_2008",0,"L","P","02",1
"j_2009",1,"L","I","02",1
"j_2010",0,"L","Q","02",1
"j_2011",1,"S","C","02",124
"j_2012",0,"M","D.E","02",8
"j_2013",1,"L","C","02",1
"j_2014",1,"S","M","02",84
"j_2015",0,"L","Q","02",1
"j_2016",1,"S","D.E","02",1
"j_2017",0,"L","P","02",1
"j_2018",0,"M","P","02",7
"j_2019",1,"L","J","02",1
"j_2020",1,"S","F","02",66
"j_2021",1,"S","F","02",179
"j_2022",1,"L","M","02",1
"j_2023",1,"S","P","02",13
"j_2024",0,"L","H","02",1
"j_2025",1,"L","G","02",1
"j_2026",1,"L","C","02",1
"j_2027",0,"M","D.E","02",8
"j_2028",1,"L","F","02",1
"j_2029",1,"L","I","02",1
"j_2030",1,"S","I","02",28
"j_2031",1,"S","F","02",66
"j_2032",1,"L","G","02",1
"j_2033",1,"L","J","02",1
"j_2034",1,"L","J","02",1
"j_2035",1,"L","G","02",1
"j_2036",0,"L","P","02",1
"j_2037",0,"M","P","02",6
"j_2038",1,"L","M","02",1
"j_2039",0,"M","P","02",7
"j_2040",0,"M","P","02",6
"j_2041",1,"L","C","02",1
"j_2042",1,"S","M","02",84
"j_2043",1,"M","K.L","02",18
"j_2044",1,"M","J","02",10
"j_2045",1,"L","C","30",1
"j_2046",1,"L","C","02",1
"j_2047",1,"S","F","02",178
"j_2048",1,"L","F","02",15
"j_2049",1,"M","I","02",1
"j_2050",1,"L","C","02",1
"j_2051",0,"S","Q","02",11
"j_2052",0,"M","R.S","02",1
"j_2053",1,"L","I","02",1
"j_2054",1,"L","J","02",1
"j_2055",1,"L","C","02",1
"j_2056",1,"M","P","02",6
"j_2057",0,"L","D.E","02",1
"j_2058",1,"L","F","02",2
"j_2059",0,"M","D.E","02",1
"j_2060",0,"L","K.L","02",1
"j_2061",1,"L","C","02",1
"j_2062",1,"M","C","02",16
"j_2063",1,"M","G","02",25
"j_2064",0,"L","D.E","02",1
"j_2065",1,"M","Q","02",11
"j_2066",1,"L","C","02",1
"j_2067",1,"S","K.L","02",9
"j_2068",1,"M","H","02",1
"j_2069",1,"L","G","02",1
"j_2070",0,"M","R.S","02",1
"j_2071",1,"M","G","16",1
"j_2072",1,"M","J","02",10
"j_2073",1,"L","C","30",1
"j_2074",0,"L","Q","02",1
"j_2075",1,"L","C","02",1
"j_2076",1,"S","C","02",125
"j_2077",1,"L","N","02",1
"j_2078",1,"L","G","02",2
"j_2079",1,"S","Q","02",18
"j_2080",1,"L","H","02",1
"j_2081",1,"M","J","02",9
"j_2082",1,"S","M","02",30
"j_2083",1,"S","M","02",30
"j_2084",1,"S","J","02",6
"j_2085",1,"L","H","06",1
"j_2086",1,"S","I","06",153
"j_2087",0,"M","K.L","06",4
"j_2088",1,"L","C","14",1
"j_2089",1,"L","G","06",2
"j_2090",1,"M","H","06",1
"j_2091",1,"M","K.L","06",5
"j_2092",0,"L","O","06",1
"j_2093",0,"M","O","14",9
"j_2094",0,"S","O","14",1
"j_2095",1,"S","N","14",39
"j_2096",0,"L","O","06",1
"j_2097",1,"L","C","20",1
"j_2098",1,"L","C","20",1
"j_2099",1,"L","G","20",1
"j_2100",0,"L","O","20",1
"j_2101",0,"L","D.E","20",1
"j_2102",0,"L","D.E","20",1
"j_2103",1,"L","C","20",1
"j_2104",1,"M","C","20",21
"j_2105",1,"L","J","20",2
"j_2106",1,"L","C","20",1
"j_2107",0,"L","O","20",1
"j_2108",0,"M","Q","20",11
"j_2109",0,"L","D.E","20",1
"j_2110",1,"L","F","20",1
"j_2111",1,"L","F","20",1
"j_2112",0,"M","P","20",6
"j_2113",1,"L","C","20",1
"j_2114",1,"L","F","20",1
"j_2115",0,"L","P","20",1
"j_2116",1,"L","C","20",1
"j_2117",1,"S","H","20",26
"j_2118",1,"M","G","20",1
"j_2119",1,"L","C","20",1
"j_2120",1,"L","C","20",1
"j_2121",1,"L","C","20",1
"j_2122",1,"L","F","20",1
"j_2123",1,"L","F","20",1
"j_2124",1,"L","C","20",1
"j_2125",0,"L","Q","20",1
"j_2126",0,"L","Q","20",1
"j_2127",1,"L","C","20",1
"j_2128",0,"L","Q","20",1
"j_2129",1,"M","H","20",1
"j_2130",0,"L","Q","20",1
"j_2131",0,"L","Q","20",1
"j_2132",0,"L","Q","20",1
"j_2133",0,"L","O","20",1
"j_2134",0,"M","O","20",5
"j_2135",0,"L","O","20",1
"j_2136",0,"S","O","20",1
"j_2137",0,"L","O","20",1
"j_2138",0,"L","O","20",1
"j_2139",0,"S","O","20",1
"j_2140",0,"M","M","20",1
"j_2141",0,"M","O","20",5
"j_2142",0,"L","Q","20",1
"j_2143",1,"L","N","14",2
"j_2144",1,"L","F","20",2
"j_2145",1,"L","G","20",1
"j_2146",1,"L","F","20",2
"j_2147",1,"L","G","20",1
"j_2148",0,"L","P","20",1
"j_2149",0,"L","P","20",1
"j_2150",1,"L","C","20",1
"j_2151",1,"M","R.S","20",2
"j_2152",0,"L","P","06",1
"j_2153",1,"M","M","06",7
"j_2154",1,"M","R.S","06",1
"j_2155",1,"L","H","14",1
"j_2156",1,"M","H","06",1
"j_2157",1,"M","J","06",1
"j_2158",1,"L","C","06",1
"j_2159",1,"L","C","06",1
"j_2160",0,"L","O","06",1
"j_2161",1,"M","J","06",2
"j_2162",1,"S","N","06",13
"j_2163",0,"L","O","06",1
"j_2164",1,"M","H","06",2
"j_2165",1,"M","H","06",1
"j_2166",1,"S","P","06",11
"j_2167",1,"M","G","14",537
"j_2168",1,"M","C","06",12
"j_2169",1,"L","D.E","14",1
"j_2170",0,"M","K.L","06",1
"j_2171",0,"L","M","06",1
"j_2172",1,"L","G","06",1
"j_2173",0,"L","K.L","06",1
"j_2174",1,"L","F","06",2
"j_2175",1,"M","J","06",2
"j_2176",0,"M","R.S","06",1
"j_2177",0,"L","O","06",1
"j_2178",1,"S","M","28",72
"j_2179",0,"L","R.S","06",1
"j_2180",1,"S","D.E","06",2
"j_2181",1,"M","G","06",14
"j_2182",1,"L","F","06",2
"j_2183",1,"M","H","06",2
"j_2184",1,"L","M","30",1
"j_2185",1,"M","J","06",2
"j_2186",1,"M","M","06",1
"j_2187",1,"L","J","06",1
"j_2188",1,"L","G","06",2
"j_2189",0,"M","K.L","06",1
"j_2190",1,"L","C","02",1
"j_2191",1,"L","C","24",1
"j_2192",0,"L","K.L","24",1
"j_2193",1,"L","C","12",1
"j_2194",1,"S","K.L","24",13
"j_2195",1,"M","F","12",1
"j_2196",1,"S","D.E","24",2
"j_2197",1,"S","D.E","24",2
"j_2198",1,"M","F","24",18
"j_2199",1,"S","H","24",103
"j_2200",1,"L","C","24",1
"j_2201",1,"L","C","24",1
"j_2202",1,"L","C","24",1
"j_2203",1,"L","F","24",1
"j_2204",1,"L","C","24",1
"j_2205",1,"L","C","24",20
"j_2206",0,"L","O","24",1
"j_2207",0,"M","D.E","12",1
"j_2208",1,"L","C","24",1
"j_2209",1,"L","G","14",1
"j_2210",1,"L","C","24",20
"j_2211",0,"L","P","24",1
"j_2212",1,"S","R.S","10",64
"j_2213",1,"L","C","24",2
"j_2214",1,"L","C","12",1
"j_2215",1,"L","C","24",1
"j_2216",1,"L","C","12",1
"j_2217",1,"L","R.S","24",1
"j_2218",1,"L","C","24",1
"j_2219",1,"S","F","24",78
"j_2220",1,"L","C","24",1
"j_2221",1,"L","C","18",1
"j_2222",1,"L","J","24",1
"j_2223",1,"L","C","24",1
"j_2224",1,"L","C","24",1
"j_2225",1,"L","G","12",1
"j_2226",1,"L","C","12",1
"j_2227",1,"M","D.E","24",6
"j_2228",0,"L","D.E","12",1
"j_2229",1,"L","C","24",1
"j_2230",0,"L","O","12",1
"j_2231",0,"L","O","24",1
"j_2232",0,"S","O","24",1
"j_2233",0,"M","O","24",6
"j_2234",1,"L","H","24",1
"j_2235",1,"L","C","24",1
"j_2236",0,"S","O","24",1
"j_2237",1,"L","C","24",21
"j_2238",0,"L","O","24",1
"j_2239",0,"L","D.E","24",1
"j_2240",1,"L","G","24",1
"j_2241",1,"L","M","24",1
"j_2242",1,"M","Q","24",14
"j_2243",1,"L","G","24",2
"j_2244",1,"S","K.L","24",13
"j_2245",1,"L","C","24",1
"j_2246",0,"L","O","24",1
"j_2247",0,"M","P","24",6
"j_2248",1,"L","G","24",1
"j_2249",1,"L","C","24",2
"j_2250",1,"S","I","24",74
"j_2251",1,"L","G","24",2
"j_2252",1,"L","C","24",1
"j_2253",1,"L","H","24",1
"j_2254",1,"L","C","08",1
"j_2255",1,"L","H","08",1
"j_2256",1,"M","F","08",9
"j_2257",1,"M","G","08",9
"j_2258",0,"M","R.S","08",1
"j_2259",1,"L","C","08",1
"j_2260",1,"M","K.L","08",1
"j_2261",1,"L","C","08",1
"j_2262",1,"L","C","08",1
"j_2263",1,"M","G","08",1
"j_2264",1,"M","F","08",1
"j_2265",1,"S","C","08",45
"j_2266",1,"M","I","08",2
"j_2267",1,"L","C","08",1
"j_2268",1,"M","H","08",1
"j_2269",1,"M","D.E","08",1
"j_2270",0,"M","R.S","08",2
"j_2271",0,"M","Q","08",7
"j_2272",1,"M","G","08",1
"j_2273",1,"L","H","24",2
"j_2274",1,"L","C","08",1
"j_2275",1,"M","F","08",2
"j_2276",1,"M","H","08",14
"j_2277",1,"M","G","08",1
"j_2278",1,"L","C","08",1
"j_2279",0,"L","R.S","08",1
"j_2280",1,"L","K.L","08",1
"j_2281",1,"S","H","08",31
"j_2282",0,"M","R.S","08",1
"j_2283",0,"L","P","08",1
"j_2284",1,"L","H","08",2
"j_2285",1,"M","G","08",1
"j_2286",1,"S","P","02",13
"j_2287",0,"M","K.L","08",1
"j_2288",1,"S","D.E","08",2
"j_2289",1,"L","C","08",1
"j_2290",1,"L","C","08",1
"j_2291",1,"S","N","08",18
"j_2292",1,"M","P","08",6
"j_2293",1,"M","J","08",3
"j_2294",1,"L","C","04",1
"j_2295",1,"L","H","08",1
"j_2296",0,"M","R.S","08",1
"j_2297",1,"L","C","08",1
"j_2298",1,"M","H","08",1
"j_2299",1,"M","F","08",1
"j_2300",1,"L","N","08",1
"j_2301",1,"L","Q","08",8
"j_2302",1,"S","F","08",54
"j_2303",1,"L","H","08",1
"j_2304",1,"L","C","08",2
"j_2305",1,"L","C","08",1
"j_2306",1,"L","H","08",1
"j_2307",1,"L","H","08",1
"j_2308",1,"L","G","08",1
"j_2309",1,"L","N","04",2
"j_2310",1,"L","C","04",1
"j_2311",1,"S","D.E","04",1
"j_2312",0,"M","R.S","04",1
"j_2313",1,"L","K.L","14",1
"j_2314",0,"L","O","04",1
"j_2315",1,"L","C","04",1
"j_2316",1,"L","F","04",2
"j_2317",1,"L","C","30",1
"j_2318",0,"L","O","04",1
"j_2319",1,"L","F","04",1
"j_2320",1,"L","C","04",1
"j_2321",0,"L","J","04",1
"j_2322",1,"M","K.L","04",1
"j_2323",1,"L","C","04",1
"j_2324",1,"S","F","04",66
"j_2325",1,"L","F","04",1
"j_2326",0,"L","Q","04",1
"j_2327",1,"L","H","04",2
"j_2328",1,"M","G","04",15
"j_2329",0,"L","D.E","04",1
"j_2330",0,"L","P","04",1
"j_2331",1,"L","C","04",1
"j_2332",0,"L","D.E","04",1
"j_2333",1,"L","C","04",1
"j_2334",1,"L","C","04",1
"j_2335",1,"L","C","04",1
"j_2336",1,"L","C","04",1
"j_2337",1,"S","D.E","04",2
"j_2338",0,"L","H","04",1
"j_2339",1,"L","C","04",1
"j_2340",1,"L","C","04",1
"j_2341",1,"L","C","16",1
"j_2342",1,"L","C","04",1
"j_2343",0,"L","R.S","04",1
"j_2344",1,"L","G","02",1
"j_2345",1,"L","I","04",1
"j_2346",1,"S","F","04",67
"j_2347",1,"L","G","04",1
"j_2348",1,"L","C","04",1
"j_2349",1,"L","I","04",1
"j_2350",1,"L","I","04",1
"j_2351",1,"L","I","04",2
"j_2352",1,"L","I","30",1
"j_2353",1,"L","I","04",1
"j_2354",1,"L","I","04",1
"j_2355",1,"L","I","04",1
"j_2356",1,"L","H","30",1
"j_2357",1,"L","C","28",1
"j_2358",1,"L","C","04",1
"j_2359",0,"L","H","04",1
"j_2360",1,"M","R.S","04",1
"j_2361",1,"L","I","30",1
"j_2362",1,"M","C","22",18
"j_2363",1,"L","C","04",1
"j_2364",1,"M","H","04",2
"j_2365",0,"L","Q","04",1
"j_2366",0,"M","Q","04",10
"j_2367",0,"L","Q","04",1
"j_2368",0,"L","Q","04",1
"j_2369",0,"L","O","04",1
"j_2370",0,"S","O","04",1
"j_2371",0,"S","O","04",1
"j_2372",1,"L","P","04",1
"j_2373",1,"L","C","04",1
"j_2374",1,"L","C","04",2
"j_2375",1,"L","C","04",1
"j_2376",0,"L","O","04",4
"j_2377",1,"L","C","30",1
"j_2378",1,"L","C","04",1
"j_2379",0,"L","Q","04",1
"j_2380",1,"L","F","04",1
"j_2381",1,"M","F","04",15
"j_2382",1,"L","C","04",1
"j_2383",1,"M","C","04",14
"j_2384",1,"L","C","04",1
"j_2385",1,"L","F","04",1
"j_2386",1,"L","N","04",1
"j_2387",1,"L","C","04",1
"j_2388",1,"M","C","04",22
"j_2389",0,"L","Q","04",1
"j_2390",1,"L","C","04",1
"j_2391",1,"L","H","04",1
"j_2392",1,"L","C","04",1
"j_2393",1,"M","F","04",13
"j_2394",0,"L","O","04",1
"j_2395",0,"L","P","04",1
"j_2396",1,"L","C","04",2
"j_2397",1,"M","C","04",14
"j_2398",1,"L","G","04",1
"j_2399",1,"L","G","04",1
"j_2400",0,"M","P","04",6
"j_2401",1,"L","P","04",1
"j_2402",1,"S","J","10",19
"j_2403",1,"M","H","10",39
"j_2404",1,"M","G","10",15
"j_2405",0,"M","K.L","10",1
"j_2406",1,"L","C","10",1
"j_2407",1,"L","Q","10",1
"j_2408",1,"L","Q","10",13
"j_2409",1,"M","F","10",1
"j_2410",1,"L","C","10",1
"j_2411",1,"L","C","10",1
"j_2412",1,"M","I","08",2
"j_2413",1,"L","C","10",1
"j_2414",0,"M","Q","10",13
"j_2415",1,"L","C","10",1
"j_2416",0,"L","O","10",1
"j_2417",1,"M","G","10",15
"j_2418",1,"L","C","10",1
"j_2419",1,"S","Q","10",15
"j_2420",1,"L","C","10",1
"j_2421",1,"S","F","10",81
"j_2422",1,"L","J","10",1
"j_2423",1,"L","J","10",1
"j_2424",1,"L","J","10",1
"j_2425",1,"L","H","10",1
"j_2426",0,"L","O","10",1
"j_2427",1,"L","J","10",1
"j_2428",1,"L","G","10",1
"j_2429",1,"L","G","10",15
"j_2430",0,"L","R.S","10",1
"j_2431",1,"L","M","10",1
"j_2432",1,"L","N","10",1
"j_2433",1,"L","C","02",1
"j_2434",1,"L","M","10",1
"j_2435",1,"M","F","10",2
"j_2436",1,"M","F","10",1
"j_2437",1,"L","J","10",1
"j_2438",1,"M","C","10",28
"j_2439",1,"S","M","10",109
"j_2440",1,"M","K.L","10",6
"j_2441",1,"M","M","10",13
"j_2442",0,"L","P","10",1
"j_2443",1,"L","C","10",1
"j_2444",1,"S","Q","10",15
"j_2445",1,"L","C","14",1
"j_2446",1,"L","P","10",1
"j_2447",1,"L","G","10",1
"j_2448",1,"L","C","10",1
"j_2449",0,"L","K.L","10",1
"j_2450",1,"S","Q","10",15
"j_2451",1,"L","C","02",1
"j_2452",0,"L","H","10",1
"j_2453",1,"S","N","10",27
"j_2454",1,"M","F","10",13
"j_2455",1,"L","M","10",1
"j_2456",1,"L","H","10",1
"j_2457",1,"M","F","10",1
"j_2458",1,"M","G","10",23
"j_2459",1,"M","M","10",13
"j_2460",1,"L","N","10",1
"j_2461",0,"L","O","10",1
"j_2462",1,"L","F","10",1
"j_2463",1,"L","G","10",1
"j_2464",1,"L","Q","10",1
